Product ID,Product Name,Manufacturer,Estimated Wholesale Price,Match Score,Description,Specifications,Quantity,NAICS Code,Contract ID,Solicitation Title,Solicitation URL,Location,Date Added
148,"16--HEAT SINK ASSEMBLY, IN REPAIR/MODIFICATION OF",,,,"NAVSUP Weapon Systems Support (NAVSUP WSS) Philadelphia intends to solicit for the repair or purchase of 12 units of a HEAT SINK ASSEMBLY (P/N: 60716-000, NSN: 7R-1680-016568079-E7). This is a comp...",,,,f4dbe6cb181a424686616d0c07f8518f,"16--HEAT SINK ASSEMBLY, IN REPAIR/MODIFICATION OF",https://sam.gov/workspace/contract/opp/f4dbe6cb181a424686616d0c07f8518f/view,,2025-12-04 18:10:06
149,"J065--Preventative Maintenance for Consolidated Injectors, Durham VAMC",,,,"The Department of Veterans Affairs, Network Contracting Office (NCO 06), is issuing a pre-solicitation for maintenance services for Bayer Medrad Injectors on behalf of the Durham VA Health Care Sys...",,,,64f37137133a46029a748a22adfc53ee,"J065--Preventative Maintenance for Consolidated Injectors, Durham VAMC",https://sam.gov/workspace/contract/opp/64f37137133a46029a748a22adfc53ee/view,,2025-12-04 18:10:06
150,"17--TRUNION STRUT,LANDI",,,,The U.S. Government intends to solicit and negotiate with only one source for five (5) units of a part identified by NSN 7R-1710-015209780-QE and Reference Number 74A430801-1005. This procurement i...,,,,1ce3d6f377364634871866b396ed494f,"17--TRUNION STRUT,LANDI",https://sam.gov/workspace/contract/opp/1ce3d6f377364634871866b396ed494f/view,,2025-12-04 18:10:06
151,Internal Resource Management Application – Enterprise Resource Database Support,,,,"This is a Special Notice from the Washington Headquarters Services/Acquisition Directorate (WHS/AD) indicating an intent to award a sole source contract to the incumbent, Quality Management Systems...",,,,c2a412417543444b9863ffa1c1392242,Internal Resource Management Application – Enterprise Resource Database Support,https://sam.gov/workspace/contract/opp/c2a412417543444b9863ffa1c1392242/view,,2025-12-04 18:10:06
152,48--STEM DISC ASSEMBLY,,,,"The government is seeking to procure eight (8) units of a product identified by NSN 1H-4820-015778590-X2. Delivery is required to the Receiving Officer in Kittery, ME. The technical data package fo...",,,,14a259dfa2dd4ca9970a3c111c29819f,48--STEM DISC ASSEMBLY,https://sam.gov/workspace/contract/opp/14a259dfa2dd4ca9970a3c111c29819f/view,,2025-12-04 18:10:06
153,"40--SLING LINK,WELDLESS",,,,"This solicitation is for the procurement of 4 units of NSN 1H-4010-017133836-PP, with Technical Data Package (TDP) version 002. The acquisition is a 100% set-aside for small business concerns, and ...",,,,339e9f12e20a4fab8346b3d08327cc46,"40--SLING LINK,WELDLESS",https://sam.gov/workspace/contract/opp/339e9f12e20a4fab8346b3d08327cc46/view,,2025-12-04 18:10:06
154,Spacelabs Xprezzon Monitor,,,,"The Department of Veterans Affairs, Network Contracting Office (NCO) 10, is seeking to purchase an Xprezzon Monitor for an anesthesia care station. This solicitation is for commercial products and ...",,,,b8a378652ac8492382d7ee7ab464145f,Spacelabs Xprezzon Monitor,https://sam.gov/workspace/contract/opp/b8a378652ac8492382d7ee7ab464145f/view,,2025-12-04 18:10:06
155,Wave Gliders,,,,"The Air Force Test Center at Eglin AFB intends to award a sole-source, Firm Fixed Price (FFP) contract to Liquid Robotics, Inc. for 20 commercial unmanned surface vehicles (USVs). The procurement i...",,,,a9202e4f6ed341bda97a942bea672084,Wave Gliders,https://sam.gov/workspace/contract/opp/a9202e4f6ed341bda97a942bea672084/view,,2025-12-04 18:10:06
156,"43--PUMP,CENTRIFUGAL, IN REPAIR/MODIFICATION OF",,,,"This is a notice of intent for a sole-source procurement of four (4) centrifugal pumps, identified by NSN 7H-4320-015914007. The government does not own the data or rights needed to purchase this p...",,,,cc4674b278cb4548891d7eb0aa1789fb,"43--PUMP,CENTRIFUGAL, IN REPAIR/MODIFICATION OF",https://sam.gov/workspace/contract/opp/cc4674b278cb4548891d7eb0aa1789fb/view,,2025-12-04 18:10:06
157,"6515--EQUIPMENT, SPACELABS XPREZZON MONITOR, Detroit",,,,"The Department of Veterans Affairs, Network Contracting Office (NCO) 10, is issuing a solicitation to purchase an Xprezzon Monitor for an anesthesia care station. The equipment is required for the ...",,,,be16f0fe998745e881e89fa1978a006a,"6515--EQUIPMENT, SPACELABS XPREZZON MONITOR, Detroit",https://sam.gov/workspace/contract/opp/be16f0fe998745e881e89fa1978a006a/view,,2025-12-04 18:10:06
158,Surface Ship Corrosion Mitigation,,,,"This solicitation is for a Surface Ship Corrosion Mitigation Program for the Commander, Naval Surface Force, Atlantic (CNSL). The contractor will provide corrosion assessment services, crew trainin...",,,,c47f2adfa448442bab19c1e5b304ba29,Surface Ship Corrosion Mitigation,https://sam.gov/workspace/contract/opp/c47f2adfa448442bab19c1e5b304ba29/view,,2025-12-04 18:10:06
159,"SWITCH,ELECTRONIC",,,,"This solicitation is for 8 units of a critical application item, identified as CLIN 0001, with a required delivery time of 365 days. The acquiring entity is the Defense Logistics Agency. Key requir...",,,,84eecd661e5747109fc9b51ee995c877,"SWITCH,ELECTRONIC",https://sam.gov/workspace/contract/opp/84eecd661e5747109fc9b51ee995c877/view,,2025-12-04 18:10:06
160,"CAMERA,TELEVISION",,,,"This solicitation is for the procurement of 20 units of an unspecified product, identified under line item 0001. The required delivery time is 365 days after contract award. Key requirements for th...",,,,b7e19ec29636409faf50e19e2458f1b0,"CAMERA,TELEVISION",https://sam.gov/workspace/contract/opp/b7e19ec29636409faf50e19e2458f1b0/view,,2025-12-04 18:10:06
161,ELECTRONIC COMPONEN,,,,The Defense Logistics Agency (DLA) is soliciting a critical application item with a quantity of three units. The required delivery is within 365 days. The solicitation mandates a higher-level quali...,,,,a1813cd85ae54321a3080672c9831d5c,ELECTRONIC COMPONEN,https://sam.gov/workspace/contract/opp/a1813cd85ae54321a3080672c9831d5c/view,,2025-12-04 18:10:06
162,DISTRIBUTOR BOX ASY,,,,The Defense Logistics Agency (DLA) is issuing a solicitation for one unit of a critical application item under EAF authority. The required delivery time is 365 days. Key requirements include adhere...,,,,4ddfc710cdc94590af5031e29b09ed98,DISTRIBUTOR BOX ASY,https://sam.gov/workspace/contract/opp/4ddfc710cdc94590af5031e29b09ed98/view,,2025-12-04 18:10:06
163,APS PALLET,,,,"The Defense Logistics Agency (DLA) is issuing a solicitation for newly manufactured, FAA-certified aircraft spares, which are designated as Critical Application Items (CAI). All products must be ac...",,,,db41b0bd545c4faf9388ef2d3c32ac3f,APS PALLET,https://sam.gov/workspace/contract/opp/db41b0bd545c4faf9388ef2d3c32ac3f/view,,2025-12-04 18:10:06
164,"48--VALVE,CHECK",,,,"This is a solicitation for newly manufactured spare parts issued by NAVSUP WSS Philadelphia. The Government intends to make a single award to the eligible, responsible, and technically acceptable o...",,,,4dbf6648893c4aa793cad6c012eeac12,"48--VALVE,CHECK",https://sam.gov/workspace/contract/opp/4dbf6648893c4aa793cad6c012eeac12/view,,2025-12-04 18:10:06
165,"59--AMPLIFIER,RADIO FRE",,,,"This solicitation is for a new spares requirement of five units, designated as Critical Safety Items (CSI). The procurement requires a higher-level contract quality standard of ISO 9001 or its equi...",,,,a9063bf9d50344fb8e3634722159b9f3,"59--AMPLIFIER,RADIO FRE",https://sam.gov/workspace/contract/opp/a9063bf9d50344fb8e3634722159b9f3/view,,2025-12-04 18:10:06
166,Custom Filters,,,,"The Naval Surface Warfare Center, Dahlgren Division (NSWCDD) is seeking to procure a total of nine custom filters, set aside for small businesses. The requirement is for three each of three distinc...",,,,b4668501430b45bda1a6a8bf5d84e426,Custom Filters,https://sam.gov/workspace/contract/opp/b4668501430b45bda1a6a8bf5d84e426/view,,2025-12-04 18:10:06
167,"16--COMPRESSOR,WING PY",,,,"This solicitation is for newly manufactured spares, potentially for the P-8/P-3 aircraft platforms, issued by the Defense Logistics Agency (DLA). The procurement requires a high-level contract qual...",,,,73d7a316b7304bff97197eb783a9a9c0,"16--COMPRESSOR,WING PY",https://sam.gov/workspace/contract/opp/73d7a316b7304bff97197eb783a9a9c0/view,,2025-12-04 18:10:06
168,"AMPLIFIER,VIDEO",,,,"This solicitation is a request for the repair of thirteen (13) units of AMPLIFIER,VIDEO, identified by NIIN 015342175 and Part Number A3263642. The key performance requirement is a Repair Turnaroun...",,,,f1d21d6b1fce4f80a15efd87c457a904,"AMPLIFIER,VIDEO",https://sam.gov/workspace/contract/opp/f1d21d6b1fce4f80a15efd87c457a904/view,,2025-12-04 18:10:06
169,RFI/Synopsis: Enhanced Very Low Frequency (VLF) Transducer,,,,"Naval Undersea Warfare Center Division, Newport (NUWCDIVNPT) intends to issue a sole source Indefinite Delivery/Indefinite Quantity (ID/IQ) contract modification to Sparton DeLeon Springs, LLC. The...",,,,3538fe389f8d4954b10e8e844c59ae07,RFI/Synopsis: Enhanced Very Low Frequency (VLF) Transducer,https://sam.gov/workspace/contract/opp/3538fe389f8d4954b10e8e844c59ae07/view,,2025-12-04 18:10:06
170,"J065--Medical Gas Inspections, Testing and Maintenance",,,,"This solicitation is for annual Medical Gas Inspection and Maintenance services at the James J. Peters VA Medical Center in Bronx, NY. The contractor must provide all labor and materials to inspect...",,,,31466dae576344ad96c94b7093dbb81e,"J065--Medical Gas Inspections, Testing and Maintenance",https://sam.gov/workspace/contract/opp/31466dae576344ad96c94b7093dbb81e/view,,2025-12-04 18:10:06
171,58--FLANGE,,,,This solicitation is for the manufacture and delivery of Flanges intended for use on U.S. Navy submarines. The contractor must adhere strictly to the requirements outlined in Drawing 03400003 and v...,,,,6c02796c9f5144d39d78735f293ae445,58--FLANGE,https://sam.gov/workspace/contract/opp/6c02796c9f5144d39d78735f293ae445/view,,2025-12-04 18:10:06
172,"INTERFACE UNIT, DAT",,,,"This solicitation is a Request for Quotation (RFQ) for the repair of an INTERFACE UNIT, DAT. The key requirements include a 60-day Repair Turnaround Time (RTAT), Government Source Inspection (GSI),...",,,,86d6c663ab9f44b8aa33d995ab62b3d9,"INTERFACE UNIT, DAT",https://sam.gov/workspace/contract/opp/86d6c663ab9f44b8aa33d995ab62b3d9/view,,2025-12-04 18:10:06
173,59--CIRCUIT CARD ASSEMB,,,,"This Request for Quotation (RFQ) is for the procurement of a CIRCUIT CARD ASSEMB, part number 6570465-002 from CAGE code 53711. The solicitation requires government source inspection and all freigh...",,,,e8b5a7bf65604ef1a8d1a0b0073caa49,59--CIRCUIT CARD ASSEMB,https://sam.gov/workspace/contract/opp/e8b5a7bf65604ef1a8d1a0b0073caa49/view,,2025-12-04 18:10:06
174,66--CHLORIDE ISE,,,,"This solicitation is for the procurement of 980 units of a commercial product for the U.S. Navy, with specific details found in external technical documents like the IRPOD. Key requirements include...",,,,4a74f9b9038641229beb451a8db1337b,66--CHLORIDE ISE,https://sam.gov/workspace/contract/opp/4a74f9b9038641229beb451a8db1337b/view,,2025-12-04 18:10:06
175,THRUST COLLAR,,,,This solicitation is for the procurement of repair parts for NAVSUP WSS. Vendors must adhere to strict technical and quality requirements outlined in the Individual Repair Part Ordering Data (IRPOD...,,,,916bba6978cc48d69def155476a41e1b,THRUST COLLAR,https://sam.gov/workspace/contract/opp/916bba6978cc48d69def155476a41e1b/view,,2025-12-04 18:10:06
176,"VALVE,LINEAR,DIRECT",,,,"This solicitation is for the procurement of a VALVE,LINEAR,DIRECT, identified by CAGE code 78062 and part number 21817-001. Key requirements include adherence to MIL-STD-130 for marking and MIL-STD...",,,,b07b47e1b79c4412ad92b274dd52b8f9,"VALVE,LINEAR,DIRECT",https://sam.gov/workspace/contract/opp/b07b47e1b79c4412ad92b274dd52b8f9/view,,2025-12-04 18:10:06
177,CIRCUIT CARD ASSEMB,Hologic,"$2,500 (System Estimate)",0.50 (Fuzzy: Fluent Pro System),"This solicitation is for the procurement of a 'CIRCUIT CARD ASSEMB', identified by CAGE code 94756 and part number 69030-501-51. The supplier must adhere to specific military standards for marking ...",,,,62897826244d4f60acb8e20e53cdc48a,CIRCUIT CARD ASSEMB,https://sam.gov/workspace/contract/opp/62897826244d4f60acb8e20e53cdc48a/view,,2025-12-04 18:10:06
178,"SHOP EQUIPMENT,TORP",,,,"This solicitation is for the manufacture of SHOP EQUIPMENT, TORP, in accordance with drawing 8243697. Key requirements include adherence to a quality system compliant with ISO 9001, configuration c...",,,,512270a81eda49e88c8db10f14ef8587,"SHOP EQUIPMENT,TORP",https://sam.gov/workspace/contract/opp/512270a81eda49e88c8db10f14ef8587/view,,2025-12-04 18:10:06
179,PRESSURE GUAGE,,,,"This document outlines the general terms, conditions, and requirements for a commercial product procurement by NAVSUP WSS Mechanicsburg. It specifies the order of precedence for technical documents...",,,,9d919029faaa42aea9fe9d99de6d50cf,PRESSURE GUAGE,https://sam.gov/workspace/contract/opp/9d919029faaa42aea9fe9d99de6d50cf/view,,2025-12-04 18:10:06
180,"REMOVABLE CONE,SPEC",,,,"This solicitation is for the procurement of a specific commercial item, a 'REMOVABLE CONE,' identified by part number 22986 from manufacturer METTLER-TOLEDO INC (CAGE 12021). The part number is con...",,,,07b0fe92ac1d4f50a28808e4bd5331cb,"REMOVABLE CONE,SPEC",https://sam.gov/workspace/contract/opp/07b0fe92ac1d4f50a28808e4bd5331cb/view,,2025-12-04 18:10:06
181,"STEM,NEEDLE VALVE",,,,"This solicitation is for a commercial procurement of a specific Stem, Needle Valve, part number SS-18RS8-P, manufactured by Swagelok. The contract requires adherence to detailed technical specifica...",,,,ef0cfa5b81174d759ec8373f5f2a19d9,"STEM,NEEDLE VALVE",https://sam.gov/workspace/contract/opp/ef0cfa5b81174d759ec8373f5f2a19d9/view,,2025-12-04 18:10:06
182,"PUMP,CENTRIFUGAL",,,,"This solicitation is for the procurement of a centrifugal pump, identified by CAGE code 10941 and reference number N-999-6402-A-001. Key requirements include physical identification in accordance w...",,,,9312885a15c443e8a2d121b7b6f3a6c9,"PUMP,CENTRIFUGAL",https://sam.gov/workspace/contract/opp/9312885a15c443e8a2d121b7b6f3a6c9/view,,2025-12-04 18:10:06
183,SEAL,,,,This solicitation is for the manufacture and delivery of a SEAL. The required product must conform to the design specified by CAGE code 63857 and part number 2D-808448. Key requirements include mar...,,,,826aee56db9c4188997749528e6c2e74,SEAL,https://sam.gov/workspace/contract/opp/826aee56db9c4188997749528e6c2e74/view,,2025-12-04 18:10:06
184,"BEARING,SLEEVE",,,,"This is a total small business set-aside solicitation for the manufacture of a BEARING,SLEEVE. The evaluation criteria will be Lowest Price Technically Acceptable (LPTA). Offerors must adhere to sp...",,,,af7133d60b044c15bdc32ab467334cb7,"BEARING,SLEEVE",https://sam.gov/workspace/contract/opp/af7133d60b044c15bdc32ab467334cb7/view,,2025-12-04 18:10:06
185,"RING, SAFETY HOIST",,,,"This solicitation outlines the general terms, conditions, and technical requirements for supplying repair parts to NAVSUP WSS. Key requirements include adherence to technical documents such as the ...",,,,6c01bab115c849dc92156d07774571dc,"RING, SAFETY HOIST",https://sam.gov/workspace/contract/opp/6c01bab115c849dc92156d07774571dc/view,,2025-12-04 18:10:06
186,HD RNG REMOVAL TOOL,,,,"This solicitation is a total small business set-aside for the procurement of critical repair part material for NAVSUP WSS. The contract will be FOB Destination, and vendors are required to review t...",,,,263b2e920cd8448d844d80dadc11c23e,HD RNG REMOVAL TOOL,https://sam.gov/workspace/contract/opp/263b2e920cd8448d844d80dadc11c23e/view,,2025-12-04 18:10:06
187,CRIMPER TOOL,,,,The Naval Supply Systems Command (NAVSUP) Weapon Systems Support (WSS) is seeking to procure a specific crimper tool. The required item is identified by manufacturer Daniels Manufacturing Corp (CAG...,,,,d8a439dbc60b4ae880ddf9cd9c4baa07,CRIMPER TOOL,https://sam.gov/workspace/contract/opp/d8a439dbc60b4ae880ddf9cd9c4baa07/view,,2025-12-04 18:10:06
188,"VME,CONVERTER BD",,,,"The U.S. Navy is seeking firm-fixed price (FFP) quotes for the repair of a VME, CONVERTER BD. This is a total small business set-aside, and potential contractors must be an authorized repair source...",,,,98e0fd280ba14f7298b0a44818b8919d,"VME,CONVERTER BD",https://sam.gov/workspace/contract/opp/98e0fd280ba14f7298b0a44818b8919d/view,,2025-12-04 18:10:06
189,VALVE ASSEMBLY,,,,"This is a Request for Quotation (RFQ) for the purchase of a VALVE ASSEMBLY, identified as a critical safety item with CAGE code 53711 and part number 6769057. The solicitation requires government s...",,,,e3d03b18c60144c384062d7fe06b23c7,VALVE ASSEMBLY,https://sam.gov/workspace/contract/opp/e3d03b18c60144c384062d7fe06b23c7/view,,2025-12-04 18:10:06
190,"ENGINE, DIESEL",,,,"This is a Request for Quotation (RFQ) issued by the US Navy for the repair of a diesel engine, part number SE266E40. Key requirements include a mandatory Repair Turnaround Time (RTAT) of 90 days an...",,,,71144d3d923c4264a18393e06021cb1a,"ENGINE, DIESEL",https://sam.gov/workspace/contract/opp/71144d3d923c4264a18393e06021cb1a/view,,2025-12-04 18:10:06
191,"MOTOR,ALTERNATING C",,,,"This is a Request for Quotation (RFQ) for the repair of a MOTOR,ALTERNATING C. The government is seeking a Repair Turnaround Time (RTAT) of 181 days, and Government Source Inspection (GSI) is requi...",,,,63de32df658d42a580ac5fc4913ea79d,"MOTOR,ALTERNATING C",https://sam.gov/workspace/contract/opp/63de32df658d42a580ac5fc4913ea79d/view,,2025-12-04 18:10:06
192,MIC INTRFC MODULE,,,,"This is a solicitation for the manufacture and delivery of a MIC INTRFC MODULE, specifically part numbers 60173-425-01 and 601-425-01 from CAGE code 12763. Key requirements include marking accordin...",,,,d17541eddaa944b183c58d0694e484f6,MIC INTRFC MODULE,https://sam.gov/workspace/contract/opp/d17541eddaa944b183c58d0694e484f6/view,,2025-12-04 18:10:06
193,SETSCREW,,,,"This solicitation outlines the general terms, technical documentation, quality assurance, and packaging requirements for the procurement of critical repair parts for the U.S. Navy. Key item details...",,,,a81514b15ccf43d1bebda7e9ab90098b,SETSCREW,https://sam.gov/workspace/contract/opp/a81514b15ccf43d1bebda7e9ab90098b/view,,2025-12-04 18:10:06
194,TRIP COIL,,,,"This solicitation outlines the general terms, conditions, and technical requirements for a NAVSUP WSS procurement of repair parts. Key requirements include a mandatory vendor review of the Individu...",,,,467730c48dfe46eeb87245591f8359c0,TRIP COIL,https://sam.gov/workspace/contract/opp/467730c48dfe46eeb87245591f8359c0/view,,2025-12-04 18:10:06
195,"AMPLIFIER,AUDIO FRE",,,,"The U.S. Navy is issuing a total small business set-aside solicitation to procure an AMPLIFIER,AUDIO FRE. The contract requires the manufacture of the amplifier in accordance with specific part num...",,,,03e8e76d375f4a218b5da3c226be88f9,"AMPLIFIER,AUDIO FRE",https://sam.gov/workspace/contract/opp/03e8e76d375f4a218b5da3c226be88f9/view,,2025-12-04 18:10:06
196,"BUSHING,SLEEVE",,,,"This solicitation is for the procurement of repair parts and hardware supplies, with all technical and quality requirements detailed in the Individual Repair Part Ordering Data (IRPOD), which is ma...",,,,039477fbb8ce44129ff89670577f39a4,"BUSHING,SLEEVE",https://sam.gov/workspace/contract/opp/039477fbb8ce44129ff89670577f39a4/view,,2025-12-04 18:10:06
197,INSPECTION PENETRAN,,,,"This solicitation is for a commercial product procurement by NAVSUP WSS. The contract requires strict adherence to technical and quality requirements outlined in various documents, with a specific ...",,,,f5c65b6daf2a44938901dd9a21ea49e0,INSPECTION PENETRAN,https://sam.gov/workspace/contract/opp/f5c65b6daf2a44938901dd9a21ea49e0/view,,2025-12-04 18:10:06
198,"MOTOR,ALTERNATING C",,,,"This is a total small business set-aside solicitation for the manufacture of a MOTOR,ALTERNATING C, part number 801628-516 associated with CAGE code 54ZA4. The contract requires adherence to specif...",,,,d1a2828e47604aa4929d581892992f9a,"MOTOR,ALTERNATING C",https://sam.gov/workspace/contract/opp/d1a2828e47604aa4929d581892992f9a/view,,2025-12-04 18:10:06
199,POWER SUPPLY,,,,This solicitation is a Request for Quotation (RFQ) from NAVSUP WSS for the repair of a POWER SUPPLY. The government requires a firm-fixed or not-to-exceed price and requests a Repair Turnaround Tim...,,,,0354221e96bc41b3b9541053542400d1,POWER SUPPLY,https://sam.gov/workspace/contract/opp/0354221e96bc41b3b9541053542400d1/view,,2025-12-04 18:10:06
200,61--POWER SUPPLY,,,,"This solicitation is for the procurement of a POWER SUPPLY, identified by part number 6508700-1 and associated with CAGE codes 52088, 03640, and 5V128. Key requirements include marking in accordanc...",,,,2b06542f5cf84ffb94745e6d36b23785,61--POWER SUPPLY,https://sam.gov/workspace/contract/opp/2b06542f5cf84ffb94745e6d36b23785/view,,2025-12-04 18:10:06
201,"43--FILTER ASSEMBLY,FLU",,,,"This is a solicitation for the manufacture of a FILTER ASSEMBLY,FLU (Part Number: 24-49652, CAGE: 81412) for DLA Maritime Mechanicsburg. The procurement requires adherence to several military stand...",,,,c61c7d4d3a124b7780cd8fb4473ec766,"43--FILTER ASSEMBLY,FLU",https://sam.gov/workspace/contract/opp/c61c7d4d3a124b7780cd8fb4473ec766/view,,2025-12-04 18:10:06
202,12--PERISCOPE SUBASSY,,,,"This solicitation is for the procurement of six units of NSN 1H-1240-016520144-L1, designated as a Level 1 item. The delivery location is Portsmouth Naval Shipyard in Kittery, ME. The acquisition i...",,,,82659c0b262646df9612d96e719ad7d2,12--PERISCOPE SUBASSY,https://sam.gov/workspace/contract/opp/82659c0b262646df9612d96e719ad7d2/view,,2025-12-04 18:10:06
203,PWB LIN SVO V AMPL,,,,This is a total small business set-aside solicitation from the US Navy for the manufacture and delivery of a PWB LIN SVO V AMPL. The required product must conform to the design specified by CAGE co...,,,,508566d3539c444dafe0f566a8d4fc68,PWB LIN SVO V AMPL,https://sam.gov/workspace/contract/opp/508566d3539c444dafe0f566a8d4fc68/view,,2025-12-04 18:10:06
204,WEDGE,,,,"The US Navy is seeking to procure a quantity of 8 units of a product identified as ""WEDGE"" (NSN 1HM 2040 010848063) intended for use on Navy submarines. Vendors must manufacture the item in strict ...",,,,59cb98f764bd4098926437f821660f20,WEDGE,https://sam.gov/workspace/contract/opp/59cb98f764bd4098926437f821660f20/view,,2025-12-04 18:10:06
205,"MOTOR,DIRECT CURREN",,,,"The US Navy is issuing a solicitation for a firm-fixed-price (FFP) contract to procure a direct current motor, part number 7102567-001 from CAGE code 53711. Key requirements include government sour...",,,,44ee0e37cc324400b40ad949251fc6ff,"MOTOR,DIRECT CURREN",https://sam.gov/workspace/contract/opp/44ee0e37cc324400b40ad949251fc6ff/view,,2025-12-04 18:10:06
206,GUN EXTENSION SET,,,,"This is a Request for Quotation (RFQ) for the procurement of a SHIELD, HEAT EXCHANG (Part No. 5187783) and a GUN EXTENSION SET (Part No. 8215269). The solicitation requires a Firm-Fixed Price (FFP)...",,,,6fbbc93a53744a8d8a9e12b7aca84626,GUN EXTENSION SET,https://sam.gov/workspace/contract/opp/6fbbc93a53744a8d8a9e12b7aca84626/view,,2025-12-04 18:10:06
207,"VALVE,BALL",,,,This is a total small business set-aside solicitation from NAVSUP WSS Mechanicsburg for the manufacture or refurbishment of two ball valves. The procurement requires adherence to numerous specific ...,,,,8c53e8b37c074a1688a2db8b65f558af,"VALVE,BALL",https://sam.gov/workspace/contract/opp/8c53e8b37c074a1688a2db8b65f558af/view,,2025-12-04 18:10:06
208,"WASHER,SPHER",,,,"The US Navy is soliciting proposals for the manufacture of a spherical washer, part number 5944943-001 (CAGE 53711). This is a total small business set-aside procurement requiring a delivery timeli...",,,,0e96e8853290410c842335e1ac69bf2d,"WASHER,SPHER",https://sam.gov/workspace/contract/opp/0e96e8853290410c842335e1ac69bf2d/view,,2025-12-04 18:10:06
209,"CONTACTOR,MAGNETIC",,,,"This document outlines the general terms and conditions for a U.S. Navy procurement, likely for critical repair parts. Key requirements include adherence to technical documents like the Individual ...",,,,81a90b1eabed4e33a2613224a2de8c88,"CONTACTOR,MAGNETIC",https://sam.gov/workspace/contract/opp/81a90b1eabed4e33a2613224a2de8c88/view,,2025-12-04 18:10:06
210,CONDUCTIVITY BOARD,,,,"This solicitation is for the procurement of a commercial product, specifically a CONDUCTIVITY BOARD, manufactured by METTLER-TOLEDO LLC with part number 51109840. The procurement specifies FOB Dest...",,,,3bf1648b538f4551a7f56bd553551f65,CONDUCTIVITY BOARD,https://sam.gov/workspace/contract/opp/3bf1648b538f4551a7f56bd553551f65/view,,2025-12-04 18:10:06
211,"VALVE ASSEMBLY,MANI",,,,"This solicitation outlines the comprehensive technical, quality, and packaging requirements for unspecified supplies to be delivered to the U.S. Navy. Bidders must adhere to a strict order of prece...",,,,fe67e602b0a04371b418247227e37f4f,"VALVE ASSEMBLY,MANI",https://sam.gov/workspace/contract/opp/fe67e602b0a04371b418247227e37f4f/view,,2025-12-04 18:10:06
212,"BEARING,BALL BE",,,,"This solicitation is for the procurement of repair part material, set aside entirely for small businesses. The contract places a strong emphasis on adherence to a specific order of precedence for t...",,,,481b476f14a54ec58a75ce574dca8306,"BEARING,BALL BE",https://sam.gov/workspace/contract/opp/481b476f14a54ec58a75ce574dca8306/view,,2025-12-04 18:10:06
213,"VALVE,GLOBE",,,,"This solicitation is for the procurement or repair of three VALVE,GLOBE units (NSN 7HH 4820 013493156). An amendment to the solicitation has removed the small business set-aside, opening the requir...",,,,17b1f64aa93b4167b1918c91f8545ed2,"VALVE,GLOBE",https://sam.gov/workspace/contract/opp/17b1f64aa93b4167b1918c91f8545ed2/view,,2025-12-04 18:10:06
214,Andesern AFB - Portable Toilet BPA,,,,"The 11th Combat Air Base Squadron is seeking to establish up to three Blanket Purchase Agreements (BPAs) for the rental, delivery, and servicing of portable sanitation equipment at Andersen Air For...",,,,70421cdaeb6a440fae9d442e35be7e0f,Andesern AFB - Portable Toilet BPA,https://sam.gov/workspace/contract/opp/70421cdaeb6a440fae9d442e35be7e0f/view,,2025-12-04 18:10:06
215,USAFADS Smoke Oil,,,,This is a brand name request for a firm-fixed-price contract to supply smoke oil for the United States Air Force Air Demonstration Squadron (Thunderbirds). The requirement is for a total of 475 fif...,,,,821683c269594e45bea65370cc1f6856,USAFADS Smoke Oil,https://sam.gov/workspace/contract/opp/821683c269594e45bea65370cc1f6856/view,,2025-12-04 18:10:06
216,NNMC Wellness Program Project,,,,"The Indian Health Service (IHS) at the Northern Navajo Medical Center in Shiprock, NM, intends to award a non-competitive, sole-source contract to Central Consolidated School District for consultat...",,,,90c7a6a4c97c4bc6b3a0c5360d0ed071,NNMC Wellness Program Project,https://sam.gov/workspace/contract/opp/90c7a6a4c97c4bc6b3a0c5360d0ed071/view,,2025-12-04 18:10:06
217,PM Service Agreement for GE AMX 240 Mobile X-Ray System & GE FlashPad HD Detector-SS,,,,This is a Sources Sought Notice issued by the Albuquerque Area Indian Health Service for market research purposes. The agency seeks to identify qualified sources capable of providing a comprehensiv...,,,,980be4d552b44f28b53d465ffdd8b487,PM Service Agreement for GE AMX 240 Mobile X-Ray System & GE FlashPad HD Detector-SS,https://sam.gov/workspace/contract/opp/980be4d552b44f28b53d465ffdd8b487/view,,2025-12-04 18:10:06
218,Notice of Sole Source Award,,,,This is a notice of a sole source award to UptoDate Incorporated for a Point of Care Web-Based Software System. The system is a clinical decision support resource for providers throughout thirteen ...,,,,467cad6768fc4ec18c3e74726a8149a9,Notice of Sole Source Award,https://sam.gov/workspace/contract/opp/467cad6768fc4ec18c3e74726a8149a9/view,,2025-12-04 18:10:06
219,ScanWave Pro-Electronic Probe Interface Module (ePIM),,,,The National Institute of Standards and Technology (NIST) is conducting market research for a ScanWave Pro-Electronic Probe Interface Module (ePIM). This fully electronically tunable module is need...,,,,22295a3826674ac086a01a67d4540bc9,ScanWave Pro-Electronic Probe Interface Module (ePIM),https://sam.gov/workspace/contract/opp/22295a3826674ac086a01a67d4540bc9/view,,2025-12-04 18:10:06
